pair,lagger_asset,ols_gross_pnl,ols_net_pnl,ols_trades,gross_win_rate,net_win_rate,mean_rev_exits,eod_exits,avg_price_captured,avg_fee_drag,spread_vol,mean_abs_dev,zero_crossings,half_life,kalman_q,adf_stat,adf_pval
CROMPTON-ICICIAMC,ICICIAMC,2203.5,1843.39,7,0.5714,0.5714,1,6,19.7857,51.445,0.054027,0.046528,209,1478.7,2.74e-06,-2.6255,0.087833
IRCTC-TIINDIA,TIINDIA,2259.3,1843.32,8,0.75,0.75,0,8,16.275,51.9977,0.039014,0.033109,241,1908.39,1.11e-06,-2.529,0.108568
ACE-APLAPOLLO,ACE,2320.85,1843.27,9,0.4444,0.4444,1,8,4.6778,53.0644,0.043235,0.032053,437,1276.96,2.03e-06,-2.8663,0.049406
INDIANB-WHIRLPOOL,WHIRLPOOL,2323.65,1843.25,9,0.5556,0.5556,0,9,4.7056,53.3774,0.043941,0.035456,350,1414.54,1.89e-06,-2.9223,0.042814
PFC-POWERGRID,POWERGRID,2429.35,1843.21,11,0.7273,0.6364,2,9,1.3455,53.2851,0.02667,0.021134,550,638.57,1.54e-06,-4.147,0.000809
LALPATHLAB-MEDANTA,LALPATHLAB,2734.4,1842.95,17,0.7059,0.7059,3,14,4.8176,52.4383,0.022057,0.017341,629,313.73,2.15e-06,-5.7116,1e-06
BHARTIARTL-M&MFIN,M&MFIN,2321.45,1842.95,9,0.5556,0.5556,1,8,1.9111,53.1669,0.023107,0.018567,284,1136.65,6.5e-07,-3.0722,0.028679
LAURUSLABS-RBLBANK,RBLBANK,2375.5,1842.74,10,0.6,0.6,1,9,1.515,53.2761,0.046713,0.037315,326,1773.7,1.7e-06,-2.3737,0.149312
CRISIL-EIHOTEL,CRISIL,2251.3,1842.72,8,0.625,0.625,1,7,24.4875,51.0724,0.032112,0.028121,410,740.55,1.93e-06,-3.7063,0.004025
CAPLIPOINT-INDIGO,INDIGO,2655.5,1842.69,16,0.5,0.5,0,16,14.5938,50.8005,0.042228,0.034137,159,1315.82,1.88e-06,-2.8221,0.055188
ACE-TITAN,ACE,2847.45,1842.64,19,0.5789,0.5789,2,17,2.6237,52.885,0.039501,0.029212,341,1057.0,2.05e-06,-3.1553,0.022725
CARBORUNIV-CROMPTON,CARBORUNIV,2106.4,1842.64,5,0.6,0.6,0,5,9.15,52.7519,0.039066,0.029938,440,954.47,2.22e-06,-3.3852,0.011475
BPCL-IRFC,IRFC,2269.17,1842.63,8,0.625,0.625,0,8,0.5812,53.3181,0.040421,0.032399,274,1295.72,1.75e-06,-3.0771,0.028292
KPITTECH-TATAINVEST,KPITTECH,2349.55,1842.6,9,0.6667,0.6667,0,9,3.1778,52.8079,0.07191,0.057155,213,2866.19,2.5e-06,-1.9502,0.308805
CENTRALBK-MEESHO,CENTRALBK,2374.72,1842.58,10,0.7,0.7,0,10,0.188,53.2136,0.041538,0.034226,219,1620.04,1.48e-06,-2.3435,0.158314
SOLARINDS-SYNGENE,SOLARINDS,2259.0,1842.52,9,0.5556,0.5556,0,9,48.4444,46.2758,0.052197,0.0388,345,1607.67,2.35e-06,-2.7443,0.066689
ANURAS-GMDCLTD,GMDCLTD,2264.4,1842.44,8,0.625,0.625,2,6,3.0187,52.7446,0.027967,0.021797,450,601.23,1.8e-06,-4.2238,0.0006
CARTRADE-TATACHEM,TATACHEM,2318.85,1842.42,9,0.8889,0.8889,0,9,3.7389,52.9363,0.068034,0.05519,223,1268.18,5.06e-06,-3.0329,0.031932
NHPC-VBL,NHPC,2268.65,1842.41,8,0.625,0.625,0,8,0.4688,53.2802,0.027543,0.023573,189,863.48,1.22e-06,-3.647,0.004923
NCC-THERMAX,THERMAX,2414.0,1842.37,11,0.5455,0.4545,0,11,12.6364,51.9661,0.03788,0.032359,214,848.64,2.34e-06,-3.6224,0.005347
OBEROIRLTY-SAIL,SAIL,2216.8,1842.34,7,0.5714,0.5714,0,7,1.0786,53.4938,0.036845,0.029341,277,812.76,2.31e-06,-3.7305,0.003703
HDBFS-IDBI,HDBFS,2053.1,1842.25,4,0.5,0.5,0,4,7.1625,52.7117,0.031824,0.023786,462,967.81,1.45e-06,-3.3805,0.011643
INTELLECT-SWIGGY,INTELLECT,2430.3,1842.14,11,0.5455,0.4545,1,10,3.6227,53.4693,0.064631,0.048619,425,1896.15,3.05e-06,-2.5627,0.100955
BOSCHLTD-J&KBANK,J&KBANK,2161.64,1842.13,6,0.8333,0.8333,0,6,0.7933,53.2509,0.05028,0.038252,302,1766.97,1.98e-06,-2.5757,0.098122
JSL-LATENTVIEW,JSL,2158.9,1842.09,6,0.6667,0.6667,0,6,5.2833,52.8013,0.034583,0.028383,273,916.67,1.81e-06,-3.8301,0.002614
FACT-KEI,FACT,2476.15,1841.99,12,0.5833,0.5833,1,11,4.4583,52.8465,0.034868,0.030213,368,437.31,3.85e-06,-5.3492,4e-06
IRFC-SAMMAANCAP,SAMMAANCAP,2162.58,1841.97,6,0.6667,0.6667,0,6,1.0533,53.435,0.053999,0.046156,143,2145.39,1.88e-06,-2.5528,0.103145
HBLENGINE-VIJAYA,HBLENGINE,2425.35,1841.77,11,0.6364,0.6364,0,11,3.2136,53.053,0.049784,0.040386,346,726.91,4.72e-06,-4.0657,0.001103
ANTHEM-TECHNOE,ANTHEM,2375.1,1841.75,10,0.7,0.7,0,10,3.335,53.3352,0.038246,0.0298,474,912.02,2.22e-06,-3.3949,0.011133
BANDHANBNK-IFCI,IFCI,2269.56,1841.7,8,0.75,0.75,0,8,0.3162,53.4828,0.062208,0.048229,273,2317.19,2.31e-06,-2.2789,0.178874
HDBFS-JKTYRE,JKTYRE,2319.25,1841.5,9,0.6667,0.6667,1,8,2.2889,53.0833,0.034887,0.026168,358,1117.27,1.51e-06,-3.0234,0.03277
ASIANPAINT-WHIRLPOOL,WHIRLPOOL,2319.3,1841.38,9,0.6667,0.5556,0,9,4.55,53.1022,0.041025,0.030804,298,1560.9,1.49e-06,-2.6877,0.076198
ITCHOTELS-TEGA,TEGA,2103.2,1841.23,5,0.6,0.6,0,5,13.58,52.3945,0.042566,0.032891,302,1510.45,1.66e-06,-2.6135,0.09023
LTM-TATACAP,TATACAP,2320.65,1841.18,9,0.5556,0.5556,0,9,1.7222,53.275,0.052555,0.0387,388,1838.5,2.08e-06,-2.4497,0.128195
PFC-SUNPHARMA,PFC,2374.05,1841.12,10,0.7,0.7,0,10,2.035,53.2934,0.042126,0.034979,179,1515.87,1.62e-06,-2.845,0.052126
CROMPTON-SCHNEIDER,SCHNEIDER,2318.7,1840.98,9,0.5556,0.5556,1,8,6.7722,53.0804,0.045628,0.039577,178,1128.37,2.56e-06,-2.8601,0.050193
ANANDRATHI-SPLPETRO,ANANDRATHI,2453.6,1840.89,12,0.6667,0.5,1,11,13.325,51.0588,0.034518,0.026827,262,844.14,1.96e-06,-3.6072,0.005625
FIRSTCRY-LUPIN,LUPIN,2204.3,1840.72,7,0.8571,0.8571,0,7,14.7571,51.9395,0.058972,0.04688,253,1066.51,4.52e-06,-3.4473,0.00945
CRAFTSMAN-WHIRLPOOL,CRAFTSMAN,2531.0,1840.69,14,0.5,0.5,1,13,21.3571,49.3079,0.043916,0.031837,332,996.19,2.68e-06,-3.3247,0.013809
DELHIVERY-HINDCOPPER,HINDCOPPER,2371.3,1840.61,10,0.7,0.7,0,10,0.405,53.0688,0.031946,0.025538,281,890.93,1.59e-06,-3.7071,0.004014
ECLERX-LTTS,ECLERX,2103.3,1840.57,5,1.0,1.0,0,5,14.9,52.5458,0.054642,0.045224,223,1230.81,3.36e-06,-2.9539,0.039427
BOSCHLTD-RRKABEL,RRKABEL,2153.5,1840.52,6,0.6667,0.6667,0,6,10.1833,52.1642,0.05692,0.041009,296,2211.61,2.03e-06,-2.2506,0.188399
BANDHANBNK-LICI,LICI,2261.8,1840.38,8,0.625,0.625,0,8,4.6063,52.678,0.057029,0.044079,269,1823.34,2.47e-06,-2.5846,0.09623
DCMSHRIRAM-ULTRACEMCO,DCMSHRIRAM,2315.3,1840.17,9,0.6667,0.6667,0,9,5.7889,52.7927,0.044653,0.037461,338,1097.09,2.52e-06,-3.0495,0.030522
KAJARIACER-RKFORGE,KAJARIACER,2266.05,1840.15,8,0.625,0.625,0,8,3.9875,53.2376,0.063333,0.049517,218,1841.71,3.02e-06,-2.4952,0.11665
BAYERCROP-POONAWALLA,POONAWALLA,2534.0,1839.97,13,0.3077,0.3077,1,12,1.6269,53.3869,0.030032,0.021854,573,1046.23,1.19e-06,-3.0436,0.031017
TEGA-ZEEL,ZEEL,2477.8,1839.94,12,0.4167,0.4167,0,12,0.3367,53.1546,0.028985,0.026983,313,572.6,2.03e-06,-4.354,0.000358
LGEINDIA-TATAPOWER,LGEINDIA,2362.7,1839.93,10,0.5,0.5,2,8,7.29,52.2773,0.038176,0.030543,272,1249.13,1.62e-06,-2.9965,0.035222
HEROMOTOCO-POLICYBZR,HEROMOTOCO,2237.0,1839.82,8,0.375,0.375,1,7,32.4375,49.6474,0.027845,0.02558,274,941.16,1.14e-06,-3.6121,0.005534
RITES-SHRIRAMFIN,RITES,2316.71,1839.65,9,0.5556,0.5556,1,8,1.1656,53.0069,0.042209,0.035888,134,1514.12,1.63e-06,-2.5809,0.097001
NLCINDIA-SONATSOFTW,NLCINDIA,2528.4,1839.64,13,0.5385,0.5385,0,13,1.3115,52.9818,0.037321,0.038204,222,633.15,3.05e-06,-4.2958,0.000452
EMAMILTD-VEDL,EMAMILTD,2317.85,1839.61,9,0.6667,0.6667,1,8,2.6444,53.1373,0.038358,0.029842,407,1129.48,1.8e-06,-3.1584,0.022519
360ONE-JKTYRE,JKTYRE,2583.15,1839.51,14,0.4286,0.4286,1,13,1.6607,53.1169,0.031536,0.025248,346,729.79,1.89e-06,-3.886,0.002141
LGEINDIA-MOTHERSON,MOTHERSON,2425.93,1839.47,11,0.5455,0.5455,2,9,0.4918,53.3148,0.033159,0.027212,225,891.71,1.71e-06,-3.5358,0.007115
BLUEJET-SCHAEFFLER,BLUEJET,2266.3,1839.37,8,0.625,0.625,1,7,2.3,53.3665,0.07117,0.056393,225,1438.23,4.88e-06,-2.7134,0.071745
ADANIGREEN-AFFLE,AFFLE,2156.2,1839.31,6,0.8333,0.8333,0,6,11.4167,52.8149,0.082138,0.07374,127,2708.19,3.45e-06,-2.0621,0.260033
TIMKEN-UCOBANK,UCOBANK,2266.36,1839.27,8,0.5,0.5,0,8,0.1575,53.386,0.029265,0.023347,421,576.79,2.06e-06,-4.3613,0.000347
ABB-KALYANKJIL,ABB,2301.5,1839.22,9,0.5556,0.5556,0,9,35.3889,51.3649,0.054541,0.047789,293,1863.21,2.21e-06,-2.6565,0.081875
ERIS-NUVOCO,ERIS,2366.2,1839.03,10,0.7,0.7,1,9,6.18,52.7174,0.032094,0.026152,430,581.95,2.45e-06,-4.07,0.001085
CHAMBLFERT-TORNTPHARM,CHAMBLFERT,2474.15,1838.82,12,0.5,0.5,1,11,1.8792,52.9443,0.033284,0.027772,202,810.25,1.89e-06,-3.6506,0.004865
ATHERENERG-PINELABS,PINELABS,2368.53,1838.73,10,0.4,0.4,0,10,1.169,52.9797,0.057993,0.04561,306,1158.6,4.02e-06,-3.3019,0.014794
BALRAMCHIN-IKS,IKS,2414.8,1838.64,11,0.5455,0.5455,0,11,5.9,52.3786,0.037271,0.033519,308,973.92,1.98e-06,-3.4016,0.010904
AADHARHFC-AUROPHARMA,AADHARHFC,2477.65,1838.56,12,0.5,0.5,1,11,1.8333,53.2575,0.025119,0.02026,436,498.9,1.75e-06,-4.6567,0.000101
BALRAMCHIN-BOSCHLTD,BALRAMCHIN,2317.45,1838.24,9,0.6667,0.6667,0,9,2.2778,53.2461,0.039098,0.033128,308,1047.92,2.02e-06,-3.2982,0.014959
CYIENT-INDIACEM,INDIACEM,2420.7,1838.19,11,0.6364,0.6364,1,10,1.9682,52.9554,0.035045,0.03019,323,617.88,2.75e-06,-4.0338,0.001243
IDEA-SBIN,SBIN,2369.5,1838.17,10,0.5,0.5,0,10,4.85,53.1333,0.05571,0.042001,390,1103.68,3.9e-06,-3.1916,0.020478
FORCEMOT-INDGN,INDGN,2155.35,1838.09,6,0.8333,0.6667,0,6,3.3083,52.8772,0.068969,0.053941,345,1266.41,5.2e-06,-2.9552,0.039298
LAURUSLABS-ZENTEC,ZENTEC,2310.1,1838.07,9,0.6667,0.6667,0,9,9.0222,52.4479,0.056406,0.04863,132,2470.09,1.79e-06,-2.2036,0.204928
HEXT-ZYDUSLIFE,HEXT,2369.45,1837.93,10,0.5,0.5,1,9,2.86,53.1516,0.072258,0.058447,219,1461.95,4.95e-06,-2.8889,0.046658
FORCEMOT-SBFC,SBFC,2264.32,1837.93,8,0.75,0.75,0,8,0.52,53.2988,0.062728,0.050489,419,903.13,6.04e-06,-3.4332,0.009878
CANFINHOME-JAINREC,JAINREC,2526.3,1837.9,13,0.5385,0.5385,1,12,3.6731,52.9541,0.034982,0.026657,443,825.59,2.05e-06,-3.8147,0.002761
EICHERMOT-KEC,KEC,2156.85,1837.72,6,0.6667,0.6667,0,6,3.5833,53.1887,0.038373,0.028761,245,1396.84,1.46e-06,-2.7885,0.059929
HSCL-TRENT,HSCL,2262.95,1837.54,8,0.75,0.625,1,7,2.5625,53.1758,0.053764,0.040128,236,1387.36,2.89e-06,-2.9744,0.037357
BLUEJET-RAINBOW,RAINBOW,2466.7,1837.53,12,0.5833,0.5833,0,12,5.25,52.4309,0.062789,0.046198,491,1182.94,4.62e-06,-2.9212,0.042936
CEATLTD-DCMSHRIRAM,DCMSHRIRAM,2419.4,1837.53,11,0.4545,0.3636,0,11,4.4182,52.8969,0.04454,0.035991,233,1166.16,2.36e-06,-3.1124,0.025649
JSL-WELSPUNLIV,JSL,2366.2,1837.34,10,0.6,0.6,1,9,3.39,52.8864,0.030295,0.025078,381,509.58,2.49e-06,-5.1379,1.2e-05
SONATSOFTW-TRAVELFOOD,TRAVELFOOD,2259.7,1837.28,8,0.625,0.625,0,8,6.4875,52.8021,0.061432,0.050314,324,1117.69,4.68e-06,-3.1794,0.021206
AFCONS-BIKAJI,BIKAJI,2473.4,1837.28,12,0.5833,0.5833,3,9,2.6042,53.0104,0.038643,0.029475,564,493.57,4.19e-06,-4.4123,0.000282
ADANIGREEN-DOMS,DOMS,2358.6,1837.19,10,0.6,0.6,0,10,11.56,52.1414,0.082593,0.069151,309,1777.21,5.32e-06,-2.4782,0.120864
BHARATFORG-SAGILITY,SAGILITY,2528.27,1837.19,13,0.6923,0.6923,0,13,0.1423,53.16,0.047534,0.039089,214,1258.56,2.49e-06,-3.1562,0.022661
BHEL-TARIL,TARIL,2371.17,1837.19,10,0.7,0.7,0,10,1.727,53.3983,0.052046,0.038174,404,1236.6,3.04e-06,-3.0648,0.029273
BERGEPAINT-HAVELLS,BERGEPAINT,2422.0,1837.17,11,0.6364,0.5455,0,11,2.1955,53.1663,0.044144,0.036619,253,1425.84,1.89e-06,-2.7836,0.060654
LGEINDIA-NATIONALUM,LGEINDIA,2467.6,1836.99,12,0.5,0.5,1,11,6.2083,52.551,0.042952,0.034012,251,1485.71,1.72e-06,-2.7995,0.058341
HINDALCO-INDUSTOWER,HINDALCO,2415.15,1836.98,11,0.6364,0.5455,1,10,4.8818,52.5607,0.040406,0.032786,266,1031.26,2.19e-06,-3.4248,0.010143
ABCAPITAL-TEGA,TEGA,2256.6,1836.93,8,0.5,0.5,0,8,9.7125,52.4587,0.039314,0.031414,305,1043.32,2.05e-06,-3.2455,0.0175
EIDPARRY-JSWCEMENT,EIDPARRY,2419.55,1836.88,11,0.7273,0.7273,1,10,3.6591,52.9703,0.035833,0.030473,506,750.38,2.37e-06,-3.7353,0.003643
ONESOURCE-SIEMENS,ONESOURCE,2209.2,1836.87,7,0.5714,0.5714,0,7,4.9857,53.1904,0.107176,0.072783,214,2993.95,5.32e-06,-1.9804,0.295248
CHOLAFIN-PPLPHARMA,PPLPHARMA,2476.08,1836.87,12,0.5833,0.5833,1,11,0.6925,53.2678,0.035157,0.028272,323,1008.01,1.7e-06,-3.2988,0.01493
NTPC-RVNL,NTPC,2315.75,1836.81,9,0.6667,0.6667,0,9,1.9611,53.2159,0.021932,0.019699,390,904.46,7.4e-07,-3.6414,0.005017
BOSCHLTD-RITES,RITES,2263.59,1836.78,8,0.5,0.375,0,8,1.0563,53.3518,0.036455,0.028256,302,1183.11,1.56e-06,-2.9858,0.036239
DLF-JSL,JSL,2365.95,1836.65,10,0.5,0.5,1,9,3.49,52.9305,0.035728,0.031422,292,1053.05,1.68e-06,-3.2416,0.017699
DEVYANI-GROWW,DEVYANI,2317.1,1836.65,9,0.7778,0.6667,1,8,0.5822,53.3837,0.069318,0.056201,326,1420.95,4.69e-06,-2.8853,0.047088
ANTHEM-HYUNDAI,ANTHEM,2365.75,1836.62,10,0.5,0.5,0,10,3.185,52.9129,0.048041,0.044323,240,1395.42,2.29e-06,-2.9137,0.04378
MINDACORP-MOTILALOFS,MINDACORP,2419.1,1836.62,11,0.5455,0.5455,0,11,2.3227,52.9527,0.036227,0.029107,231,963.66,1.89e-06,-3.1457,0.02335
BIKAJI-ELECON,ELECON,2581.4,1836.61,14,0.5714,0.5714,0,14,1.6607,53.199,0.022506,0.021173,373,478.16,1.47e-06,-4.6957,8.6e-05
HCLTECH-SBICARD,SBICARD,2261.9,1836.55,8,0.625,0.625,0,8,4.0563,53.1692,0.052772,0.041611,268,1817.73,2.12e-06,-2.6412,0.084786
AWL-LGEINDIA,AWL,2689.77,1836.53,16,0.625,0.5625,1,15,0.6319,53.3275,0.04147,0.034374,209,1021.45,2.33e-06,-3.4051,0.010787
IGL-TATACAP,TATACAP,2421.7,1836.35,11,0.7273,0.6364,2,9,1.4409,53.2137,0.028648,0.026939,267,738.37,1.54e-06,-3.7447,0.003526
DALBHARAT-RPOWER,RPOWER,2634.74,1836.26,15,0.6667,0.6667,0,15,0.1073,53.2321,0.026181,0.02087,458,506.19,1.87e-06,-4.6345,0.000112
IFCI-INDIANB,IFCI,2259.34,1836.16,8,0.375,0.375,0,8,0.3763,52.8973,0.056982,0.045445,334,1301.85,3.46e-06,-3.0272,0.032428
360ONE-LT,360ONE,2259.05,1836.12,8,0.5,0.5,0,8,6.2188,52.8659,0.036211,0.026675,446,948.92,1.91e-06,-3.5283,0.00729
NAM-INDIA-SJVN,NAM-INDIA,2150.15,1835.62,6,0.5,0.5,0,6,7.5667,52.4209,0.036744,0.030915,374,767.94,2.44e-06,-3.7916,0.002994
NAM-INDIA-TATACONSUM,NAM-INDIA,2311.5,1835.59,9,0.4444,0.4444,0,9,5.4722,52.8791,0.03772,0.033495,313,612.21,3.22e-06,-4.293,0.000457
FORTIS-TRENT,FORTIS,2314.15,1835.52,9,0.7778,0.7778,0,9,4.2833,53.1811,0.03738,0.030263,279,1382.41,1.4e-06,-2.9256,0.042451
DLF-EXIDEIND,EXIDEIND,2369.2,1835.48,10,0.6,0.6,1,9,1.645,53.3716,0.027202,0.023719,257,788.41,1.3e-06,-3.6253,0.005296
CDSL-JMFINANCIL,JMFINANCIL,2474.56,1835.48,12,0.6667,0.6667,0,12,0.5042,53.2566,0.029151,0.027666,297,744.67,1.58e-06,-3.7818,0.003099
HDFCLIFE-INDGN,INDGN,2419.25,1835.39,11,0.6364,0.6364,1,10,2.0909,53.0786,0.033021,0.024011,347,1263.47,1.2e-06,-2.9376,0.041146
DCMSHRIRAM-UCOBANK,DCMSHRIRAM,2363.0,1835.35,10,0.5,0.5,0,10,5.46,52.7648,0.047251,0.038293,213,1178.65,2.62e-06,-2.9387,0.041032
EIDPARRY-HINDPETRO,EIDPARRY,2415.45,1835.29,11,0.5455,0.5455,0,11,4.0955,52.742,0.030939,0.026622,386,866.34,1.53e-06,-3.3353,0.013372
PREMIERENE-SBFC,PREMIERENE,2102.2,1835.25,5,0.4,0.4,0,5,6.2,53.3896,0.063591,0.048098,329,828.24,6.76e-06,-3.5427,0.006957
TORNTPOWER-VOLTAS,TORNTPOWER,2519.5,1835.17,13,0.6154,0.6154,1,12,4.6692,52.6406,0.036296,0.032927,198,1148.77,1.59e-06,-3.0198,0.033086
ACMESOLAR-IGL,IGL,2580.01,1835.0,14,0.5714,0.5714,0,14,0.6079,53.2152,0.037786,0.036782,264,646.87,3.06e-06,-4.174,0.000729
AFCONS-ASIANPAINT,ASIANPAINT,2406.5,1834.99,11,0.8182,0.8182,3,8,9.9636,51.9552,0.040395,0.032909,346,739.94,3.05e-06,-3.8129,0.002778
DLF-SCHNEIDER,SCHNEIDER,2261.0,1834.99,8,0.25,0.25,0,8,6.7,53.2507,0.033492,0.039127,172,567.14,2.74e-06,-4.0024,0.001398
APOLLOHOSP-ELGIEQUIP,ELGIEQUIP,2206.7,1834.98,7,0.4286,0.4286,0,7,3.0357,53.1027,0.024504,0.019221,359,1175.8,7.1e-07,-3.0637,0.029356
ASHOKLEY-PREMIERENE,PREMIERENE,2207.25,1834.95,7,0.7143,0.7143,0,7,4.75,53.1859,0.056568,0.046598,135,1450.63,3.06e-06,-2.9004,0.045305
IGIL-PAGEIND,IGIL,2418.0,1834.87,11,0.5455,0.5455,0,11,1.5545,53.0119,0.033336,0.026058,488,576.35,2.67e-06,-4.2761,0.000489
ACUTAAS-PREMIERENE,ACUTAAS,2255.8,1834.53,8,0.25,0.25,0,8,12.6125,52.6584,0.051657,0.05211,172,1250.9,2.96e-06,-3.0525,0.030276
DIVISLAB-TATAELXSI,DIVISLAB,2393.5,1834.49,11,0.6364,0.6364,0,11,29.3636,50.8192,0.032964,0.026956,200,1777.1,8.5e-07,-2.5608,0.101377
JSWCEMENT-YESBANK,JSWCEMENT,2261.45,1834.42,8,0.5,0.5,1,7,0.7825,53.3792,0.030863,0.023926,391,783.1,1.68e-06,-3.6627,0.00467
FIVESTAR-TRITURBINE,FIVESTAR,2313.0,1834.32,9,0.6667,0.6667,0,9,2.2444,53.1863,0.057199,0.051502,205,1141.88,3.97e-06,-3.1834,0.020969
POLYMED-RELIANCE,POLYMED,2357.4,1834.31,10,0.6,0.6,1,9,8.54,52.3087,0.067055,0.056868,194,2135.8,2.92e-06,-2.4041,0.140578
CONCORDBIO-IREDA,IREDA,2259.89,1834.25,8,0.75,0.75,0,8,0.6887,53.2055,0.049363,0.040833,270,1198.35,2.82e-06,-3.0,0.034899
AADHARHFC-RECLTD,AADHARHFC,2421.2,1834.23,11,0.6364,0.6364,2,9,1.9455,53.3607,0.022915,0.018187,461,459.54,1.58e-06,-4.7734,6.1e-05
FORTIS-HINDPETRO,HINDPETRO,2367.7,1834.06,10,0.6,0.6,0,10,1.545,53.3639,0.031895,0.027692,267,917.65,1.54e-06,-3.6063,0.005641
BIKAJI-PREMIERENE,BIKAJI,2630.65,1834.04,15,0.6667,0.6667,2,13,2.33,53.1072,0.024561,0.020556,347,511.38,1.63e-06,-4.3651,0.000342
ABBOTINDIA-JUBLINGREA,JUBLINGREA,2260.95,1833.99,8,0.375,0.375,2,6,3.7875,53.3702,0.023421,0.016967,534,798.53,9.5e-07,-3.2472,0.01741
CCL-RITES,RITES,2633.19,1833.88,15,0.5333,0.5333,1,14,0.7453,53.2877,0.028032,0.023853,324,540.92,2.01e-06,-4.5361,0.000169
KALYANKJIL-USHAMART,USHAMART,2418.15,1833.8,11,0.4545,0.4545,1,10,1.7545,53.1229,0.055182,0.048603,183,658.48,6.4e-06,-4.117,0.000908
CGCL-UNIONBANK,CGCL,2419.38,1833.77,11,0.7273,0.6364,0,11,0.7955,53.2373,0.041556,0.032905,271,924.95,2.59e-06,-3.4952,0.008111
GODREJPROP-ITCHOTELS,GODREJPROP,2311.0,1833.71,9,0.6667,0.6667,0,9,7.5889,53.0328,0.043239,0.031948,601,825.06,3.14e-06,-3.6627,0.00467
HAL-M&M,HAL,2288.9,1833.49,9,0.5556,0.5556,2,7,22.4778,50.6009,0.047014,0.037291,235,2337.16,1.31e-06,-2.2745,0.180319
DEEPAKNTR-SUMICHEM,DEEPAKNTR,2678.4,1833.49,16,0.8125,0.6875,1,15,5.6063,52.807,0.037716,0.030342,373,580.63,3.39e-06,-4.1282,0.00087
PINELABS-VBL,VBL,2256.5,1833.46,8,0.75,0.75,0,8,2.775,52.8801,0.069186,0.054903,330,1833.78,3.62e-06,-2.3876,0.145264
INDIANB-SYRMA,SYRMA,2308.6,1833.44,9,0.6667,0.6667,0,9,3.8333,52.7954,0.050945,0.043771,185,1873.69,1.92e-06,-2.6038,0.092219
APOLLOTYRE-BIKAJI,BIKAJI,2363.8,1833.36,10,0.7,0.7,1,9,3.065,53.0445,0.029762,0.029901,309,501.61,2.44e-06,-4.3115,0.000424
PNBHOUSING-SBFC,SBFC,2261.55,1833.33,8,0.5,0.5,0,8,0.5188,53.5281,0.052299,0.041524,420,1509.99,2.51e-06,-2.6754,0.078392
IGIL-LTM,IGIL,2575.45,1833.3,14,0.4286,0.4286,0,14,1.2107,53.0107,0.039764,0.031245,352,870.74,2.52e-06,-3.3551,0.012587
M&MFIN-MEESHO,M&MFIN,2257.85,1833.23,8,0.625,0.625,0,8,1.7062,53.0777,0.053324,0.041286,187,1459.14,2.7e-06,-2.8153,0.056117
LALPATHLAB-PRESTIGE,LALPATHLAB,2622.2,1833.15,15,0.8,0.6667,2,13,4.6867,52.6032,0.033533,0.025324,470,855.69,1.82e-06,-3.5465,0.006871
IGL-TITAN,IGL,2417.93,1833.14,11,0.6364,0.6364,0,11,0.69,53.1623,0.033009,0.030153,187,1014.89,1.49e-06,-3.0991,0.026621
SJVN-SUNTV,SUNTV,2204.7,1833.05,7,0.7143,0.7143,0,7,3.4857,53.0934,0.05502,0.044346,201,1758.85,2.39e-06,-2.5857,0.095985
SJVN-TBOTEK,TBOTEK,2463.1,1832.82,12,0.6667,0.6667,0,12,4.85,52.5229,0.040891,0.030263,383,1102.52,2.1e-06,-3.192,0.020452
KALYANKJIL-SHREECEM,SHREECEM,1965.0,1832.5,4,0.75,0.75,0,4,331.25,33.1251,0.080986,0.063243,298,2548.36,3.57e-06,-2.1166,0.237891
GLAXO-SARDAEN,GLAXO,2193.6,1832.44,7,0.7143,0.7143,0,7,15.7571,51.5947,0.0318,0.026657,294,907.9,1.54e-06,-3.4077,0.0107
EMCURE-INTELLECT,EMCURE,2199.4,1832.42,7,0.5714,0.5714,1,6,9.2714,52.4252,0.032576,0.028071,281,584.82,2.51e-06,-4.4654,0.000227
BANDHANBNK-DIVISLAB,DIVISLAB,2537.5,1832.22,14,0.6429,0.6429,1,13,23.9643,50.3771,0.043919,0.036435,257,934.01,2.86e-06,-3.3869,0.011415
ANGELONE-JPPOWER,ANGELONE,2206.6,1832.06,7,0.2857,0.2857,0,7,1.1857,53.5055,0.048969,0.039792,365,807.8,4.11e-06,-3.7823,0.003094
AMBER-THELEELA,THELEELA,2256.2,1831.97,8,0.5,0.5,0,8,2.6187,53.0291,0.077221,0.065793,136,1211.05,6.82e-06,-2.8705,0.048893
GRAPHITE-PNBHOUSING,GRAPHITE,2306.2,1831.73,9,0.6667,0.6667,0,9,4.2278,52.7193,0.044622,0.035004,377,798.11,3.46e-06,-3.7264,0.003757
AXISBANK-CESC,CESC,2099.08,1831.72,5,0.6,0.6,0,5,1.212,53.4724,0.041941,0.03532,116,2062.75,1.18e-06,-2.3452,0.157806
NESTLEIND-ONESOURCE,ONESOURCE,2464.2,1831.71,12,0.6667,0.6667,1,11,6.9833,52.7075,0.026859,0.020839,275,909.66,1.1e-06,-3.4679,0.008852
KPIL-PTCIL,KPIL,2304.3,1831.69,9,0.7778,0.7778,0,9,6.1556,52.5124,0.042445,0.033261,392,1047.21,2.38e-06,-3.0736,0.028568
