pair,num_chunks,hl_max,hl_medoid,hl_std
INFY-TCS,8,1219.03,321.69,319.54
BANKINDIA-CANBK,8,1582.47,336.82,440.83
BEL-HAL,8,1339.26,230.12,435.39
COCHINSHIP-GRSE,8,924.0,406.89,224.0
BDL-HAL,8,971.01,323.56,269.98
BANKINDIA-UNIONBANK,8,788.21,209.22,202.89
HAL-MAZDOCK,8,7386.94,327.55,2316.0
ADANIENT-ADANIGREEN,8,505.23,312.0,121.73
IREDA-IRFC,8,417.36,325.35,118.3
HINDPETRO-IOC,8,1878.9,700.02,554.58
BANKINDIA-PNB,8,572.84,295.8,155.69
BANKBARODA-PNB,8,864.32,184.62,233.98
CANBK-UNIONBANK,8,968.07,164.4,302.18
BEL-MAZDOCK,8,1161.06,441.6,341.03
ADANIENSOL-ADANIGREEN,8,700.43,360.04,169.38
BANKBARODA-BANKINDIA,8,1094.76,277.76,296.28
BDL-BEL,8,4868.87,455.25,1504.23
COCHINSHIP-MAZDOCK,8,1746.4,450.72,512.82
DLF-GODREJPROP,8,2006.85,278.81,573.26
BDL-GRSE,8,8022.97,251.22,2570.64
PNB-UNIONBANK,8,788.12,459.57,211.97
HINDZINC-VEDL,8,1055.61,520.95,304.44
NATIONALUM-VEDL,8,1688.76,495.91,475.09
BANKBARODA-UNIONBANK,8,924.16,507.79,300.64
IRCON-RVNL,8,3075.85,383.14,915.46
BANKINDIA-INDIANB,8,498.95,364.13,101.47
ADANIENT-ADANIPORTS,8,554.58,235.13,159.44
DATAPATTNS-GRSE,8,982.0,400.11,232.55
HCLTECH-TCS,8,489.17,228.41,118.47
BSE-CDSL,8,3195.53,418.45,1279.27
IREDA-RVNL,8,711.2,442.2,180.95
HINDZINC-NATIONALUM,8,1696.85,553.34,493.02
GRAPHITE-HEG,8,596.99,382.29,172.68
INDIANB-UNIONBANK,8,3496.34,467.53,1046.34
HINDALCO-NATIONALUM,8,828.59,367.65,207.14
IRCON-RAILTEL,8,886.23,154.61,269.92
COFORGE-PERSISTENT,8,1626.01,252.28,467.36
HCLTECH-INFY,8,507.68,328.79,125.8
IRCON-IRFC,8,456.37,256.91,115.68
CHENNPETRO-MRPL,8,615.34,198.63,182.68
NBCC-RVNL,8,9543.15,478.77,3004.09
JSWSTEEL-TATASTEEL,8,764.43,174.75,207.24
TCS-WIPRO,8,3368.57,284.05,1016.45
CANBK-INDIANB,8,855.14,375.71,254.38
NMDC-TATASTEEL,8,709.7,304.71,222.19
DLF-PRESTIGE,8,335.29,158.04,86.56
INFY-WIPRO,8,722.87,364.21,209.48
IREDA-NBCC,8,656.0,419.63,150.68
ADANIENSOL-ADANIENT,8,655.96,272.79,190.84
IREDA-RECLTD,8,883.98,377.71,214.06
JINDALSTEL-TATASTEEL,8,745.85,399.16,204.52
CANBK-SBIN,8,13076.5,686.46,4144.95
IRFC-NBCC,8,762.92,250.5,199.29
BANKBARODA-INDIANB,8,1269.85,252.07,377.8
HCLTECH-TECHM,8,2049.75,390.34,579.51
DLF-LODHA,8,3897.39,488.37,1194.13
INDIANB-PNB,8,2624.4,331.15,797.23
GODREJPROP-PRESTIGE,8,726.03,455.68,242.88
BDL-COCHINSHIP,8,4749.07,374.45,1473.93
BEL-GRSE,8,641.38,369.13,143.06
DATAPATTNS-MAZDOCK,8,1338.67,390.76,350.86
TCS-TECHM,8,1798.4,352.98,547.59
HINDALCO-VEDL,8,1064.99,398.29,269.74
IRCON-JWL,8,1514.34,294.17,461.27
GODREJPROP-LODHA,8,1143.89,294.65,306.26
BANKBARODA-SBIN,8,3102.6,621.72,930.86
HINDALCO-TATASTEEL,8,1122.59,398.4,308.09
INFY-TECHM,8,2340.64,317.86,699.73
COFORGE-MPHASIS,8,780.24,244.14,203.53
ABCAPITAL-LTF,8,507.1,220.09,140.29
GRSE-HAL,8,1121.16,412.45,318.29
NATIONALUM-NMDC,8,985.19,439.39,281.15
DLF-OBEROIRLTY,8,771.78,319.99,206.54
JBCHEPHARM-TORNTPHARM,8,394.3,72.62,112.64
GODREJPROP-OBEROIRLTY,8,676.49,333.35,157.7
IRFC-RECLTD,8,922.92,424.76,264.42
RAILTEL-RVNL,8,454.05,188.18,132.95
BSE-MCX,8,2069.6,751.72,573.94
HCLTECH-WIPRO,8,727.36,390.92,169.0
MAZDOCK-RVNL,8,1575.79,397.06,438.78
INOXWIND-SUZLON,8,3998.53,461.78,1196.9
INOXWIND-IREDA,8,7375.99,266.48,2448.53
HUDCO-IREDA,8,1216.61,508.15,356.22
PNB-SBIN,8,5487.24,388.38,1670.62
COFORGE-INFY,8,1078.42,324.23,273.8
TECHM-WIPRO,8,1161.68,273.16,347.26
MPHASIS-PERSISTENT,8,490.45,233.45,117.31
IRFC-RAILTEL,8,405.22,109.33,110.26
SAIL-TATASTEEL,8,1292.39,197.61,367.03
COFORGE-TECHM,8,1267.86,361.03,340.85
BAJAJFINSV-BAJFINANCE,8,452.32,253.46,115.68
CDSL-IREDA,8,1089.49,510.95,337.84
ANGELONE-BSE,8,1103.71,698.25,305.71
COFORGE-TCS,8,1166.22,283.47,372.34
BDL-DATAPATTNS,8,41569.17,495.22,13603.79
COCHINSHIP-DATAPATTNS,8,1514.46,620.36,423.89
BANKINDIA-SBIN,8,853.77,390.07,205.02
ADANIGREEN-ADANIPORTS,8,863.66,263.96,247.24
INOXWIND-NBCC,8,708.49,335.39,221.52
HEROMOTOCO-TVSMOTOR,8,9916.6,216.06,3200.55
IREDA-PFC,8,902.82,426.31,201.23
JINDALSTEL-JSWSTEEL,8,1108.41,371.78,303.55
LODHA-PRESTIGE,8,440.19,359.8,118.66
JINDALSTEL-NMDC,8,1422.67,381.53,373.65
IREDA-JIOFIN,8,499.45,338.49,111.66
HINDCOPPER-HINDZINC,8,1125.84,314.44,367.8
IRCON-RITES,8,281.22,149.66,69.97
IRFC-MAZDOCK,8,492.06,339.66,125.08
IRCON-TITAGARH,8,2666.81,323.92,795.01
HINDALCO-HINDZINC,8,3782.34,262.09,1165.75
COFORGE-WIPRO,8,1008.99,315.43,289.61
IRCON-IREDA,8,1438.23,487.25,384.7
IREDA-SUZLON,8,501.4,384.19,112.86
ANGELONE-CDSL,8,4053.95,330.44,1240.38
NATIONALUM-TATASTEEL,8,1068.37,573.34,312.24
CDSL-IRFC,8,1432.58,495.25,389.97
EICHERMOT-HEROMOTOCO,8,1618.09,330.95,429.99
HUDCO-NBCC,8,2205.39,307.77,784.14
OBEROIRLTY-PRESTIGE,8,1859.16,274.51,529.98
NTPC-POWERGRID,8,1862.58,256.37,550.19
COFORGE-HCLTECH,8,1255.84,299.24,372.43
HUDCO-IRFC,8,1099.5,557.98,332.2
ADANIGREEN-ADANIPOWER,8,3048.87,269.69,914.71
BAJAJ-AUTO-HEROMOTOCO,8,1687.18,521.18,477.62
TATASTEEL-VEDL,8,833.13,387.37,194.68
COFORGE-OFSS,8,496.23,337.93,93.03
SBIN-UNIONBANK,8,1589.63,384.59,495.82
MAZDOCK-NBCC,8,1545.03,523.29,401.67
COFORGE-LTM,8,1136.0,213.71,395.03
IREDA-MAZDOCK,8,535.38,425.44,85.36
INOXWIND-IRFC,8,1957.61,380.73,573.75
JWL-TITAGARH,8,795.17,156.76,217.47
BEML-COCHINSHIP,8,824.34,259.39,222.99
PERSISTENT-TECHM,8,1378.19,431.7,378.54
BEL-COCHINSHIP,8,619.88,343.11,141.38
RVNL-TITAGARH,8,1921.05,245.11,591.69
IRFC-PFC,8,1197.02,523.78,370.94
JWL-RVNL,8,4846.29,305.37,1495.06
BEML-MAZDOCK,8,821.62,288.53,239.81
BDL-RVNL,8,2117.75,525.57,574.72
NMDC-VEDL,8,1932.22,405.98,529.55
COCHINSHIP-HAL,8,1916.39,289.24,530.44
BEML-GRSE,8,975.89,490.94,277.16
IRFC-SUZLON,8,676.72,368.67,182.61
NBCC-RECLTD,8,1835.14,529.82,586.81
CDSL-NBCC,8,7554.28,452.49,2368.41
BAJAJ-AUTO-EICHERMOT,8,837.77,359.47,214.72
EICHERMOT-TVSMOTOR,8,842.93,374.12,186.16
MAZDOCK-SUZLON,8,1355.59,477.84,395.83
LODHA-OBEROIRLTY,8,886.63,330.33,203.29
JIOFIN-NBCC,8,981.93,469.32,226.32
M&M-MARUTI,8,676.19,426.97,186.15
JBMA-OLECTRA,8,387.15,227.39,98.32
ADANIENT-AMBUJACEM,8,1236.85,409.7,349.39
OFSS-PERSISTENT,8,999.79,312.57,310.74
PREMIERENE-WAAREEENER,8,824.9,352.07,238.51
NBCC-SUZLON,8,1184.02,249.48,332.81
MPHASIS-TECHM,8,3351.72,285.83,1010.0
MAZDOCK-SOLARINDS,8,2323.99,371.63,782.59
IRFC-JIOFIN,8,1163.96,353.09,297.54
HINDCOPPER-NATIONALUM,8,1695.72,340.92,488.0
CDSL-JIOFIN,8,1127.61,381.91,304.99
IDEA-INDUSTOWER,8,600.3,231.63,151.6
CANBK-RECLTD,8,163048.34,607.21,53426.89
BDL-NBCC,8,2181.61,438.03,640.62
BEL-DATAPATTNS,8,1094.16,385.14,265.23
HINDZINC-NMDC,8,1879.07,493.61,520.5
MPHASIS-OFSS,8,664.76,317.11,147.14
INFY-PERSISTENT,8,892.81,386.44,253.91
INOXWIND-RVNL,8,1034.33,545.93,264.7
JIOFIN-RECLTD,8,2927.18,505.37,962.96
KPITTECH-TATAELXSI,8,1687.79,398.21,529.7
JWL-RAILTEL,8,792.37,226.21,195.92
PERSISTENT-TCS,8,2466.49,476.13,699.41
RECLTD-RVNL,8,1693.66,1070.01,495.35
NMDC-SAIL,8,739.54,330.17,199.24
HINDALCO-NMDC,8,1433.39,465.71,389.52
KEI-POLYCAB,8,379.9,175.16,92.7
ADANIGREEN-TATAPOWER,8,3366.68,409.32,1076.0
HCLTECH-PERSISTENT,8,482.74,253.52,98.91
BAJAJ-AUTO-TVSMOTOR,8,1219.3,242.65,339.44
COFORGE-TATAELXSI,8,1509.66,308.28,416.13
BDL-BEML,8,5690.93,390.17,1787.04
IRFC-TITAGARH,8,666.48,375.14,171.34
INOXWIND-MAZDOCK,8,7201.82,614.52,2214.15
OIL-ONGC,8,632.71,248.64,149.43
HUDCO-RECLTD,8,1961.15,466.78,575.9
IRCON-NBCC,8,1145.22,352.27,378.96
DLF-NBCC,8,953.47,327.03,261.96
IRFC-JWL,8,461.9,258.29,145.04
CDSL-MCX,8,882.12,512.97,178.55
M&M-TVSMOTOR,8,1712.92,249.06,481.21
BDL-IREDA,8,1293.22,470.58,380.47
PERSISTENT-WIPRO,8,1011.36,460.97,283.34
EICHERMOT-MARUTI,8,2891.07,383.25,835.32
MPHASIS-TCS,8,1038.43,229.14,286.32
ACC-AMBUJACEM,8,678.85,63.91,209.9
DATAPATTNS-HAL,8,1718.68,587.81,483.67
COFORGE-KPITTECH,8,899.7,248.59,246.84
LTM-PERSISTENT,8,1478.51,393.1,392.15
IRCTC-IRFC,8,1281.46,179.24,393.91
RECLTD-TATAPOWER,8,1538.61,710.65,409.28
DLF-PHOENIXLTD,8,1042.13,263.93,302.14
RVNL-SUZLON,8,16871.51,431.52,5409.56
EICHERMOT-M&M,8,1767.69,403.24,497.93
DLF-IREDA,8,2411.9,586.34,787.38
ADANIENSOL-ADANIPOWER,8,717.65,292.54,173.93
COCHINSHIP-RVNL,8,2373.99,381.12,679.51
GODREJPROP-PHOENIXLTD,8,664.97,423.22,185.82
MOTHERSON-TMPV,8,466.96,216.25,112.39
ADANIENSOL-ADANIPORTS,8,930.94,510.51,266.81
BDL-SOLARINDS,8,5494.53,282.71,1733.06
IREDA-RAILTEL,8,1040.38,269.0,283.55
OFSS-TATAELXSI,8,887.37,329.4,224.05
BEL-RVNL,8,1180.01,656.09,334.74
JIOFIN-RVNL,8,2237.02,938.8,582.54
JSWSTEEL-NMDC,8,1447.68,378.98,412.05
NHPC-TATAPOWER,8,1399.29,234.75,391.6
HAL-RVNL,8,1116.6,392.06,323.54
LTM-MPHASIS,8,2145.17,149.12,648.14
HINDALCO-JSWSTEEL,8,819.36,434.36,157.01
LTM-TECHM,8,2108.65,530.06,739.26
GRSE-ZENTEC,8,1272.85,323.5,357.2
IREDA-TATAPOWER,8,589.46,317.65,157.51
INFY-MPHASIS,8,1839.9,315.7,512.97
MPHASIS-WIPRO,8,926.33,245.94,255.76
HDFCLIFE-SBILIFE,8,857.18,410.73,243.55
CANBK-PFC,8,14558.43,629.53,4592.54
HEROMOTOCO-M&M,8,647.77,268.11,149.86
CAMS-CDSL,8,734.3,299.62,210.43
RITES-RVNL,8,537.33,186.3,126.95
KAYNES-PGEL,8,1127.5,461.51,316.08
CDSL-RECLTD,8,1072.35,508.21,309.14
BANKINDIA-CENTRALBK,8,1114.73,281.08,304.75
BAJAJ-AUTO-M&M,8,950.57,411.39,259.1
PERSISTENT-TATAELXSI,8,1068.3,296.55,282.61
JSWENERGY-TATAPOWER,8,1330.13,177.74,478.72
INDIANB-SBIN,8,17654.75,391.84,6433.25
CDSL-MAZDOCK,8,1960.7,553.42,523.87
GAIL-IOC,8,12805.42,633.3,4055.49
BDL-IRFC,8,1740.0,534.43,483.36
BANKINDIA-RECLTD,8,4159.06,479.89,1225.54
BHEL-MAZDOCK,8,3035.1,415.35,1171.73
HINDZINC-TATASTEEL,8,4826.07,396.14,1482.96
CENTRALBK-MAHABANK,8,357.06,233.05,104.24
GODREJPROP-NBCC,8,4333.66,486.13,1306.19
PFC-TATAPOWER,8,1045.59,552.67,254.49
M&M-TMPV,8,2232.77,840.3,625.94
HUDCO-RVNL,8,2568.29,421.11,781.74
CENTRALBK-IOB,8,926.47,138.55,300.27
PNB-RECLTD,8,19217.25,550.67,6488.37
BANKINDIA-MAHABANK,8,660.32,379.75,163.6
ABB-SIEMENS,8,1312.87,305.59,363.05
IRCON-MAZDOCK,8,1105.44,464.82,299.93
ABCAPITAL-IREDA,8,800.92,301.3,215.68
CDSL-RVNL,8,3212.77,692.31,890.32
CANBK-IREDA,8,2355.29,618.01,661.79
HEROMOTOCO-MARUTI,8,1443.64,423.39,372.46
NBCC-PFC,8,2338.75,683.61,699.69
CANBK-CENTRALBK,8,943.27,534.22,279.42
HCLTECH-MPHASIS,8,539.01,184.98,133.44
CENTRALBK-PNB,8,574.72,161.3,159.52
BDL-SUZLON,8,1411.28,506.7,365.3
JIOFIN-MAZDOCK,8,3093.13,658.62,889.77
LTM-TCS,8,496.15,203.1,136.67
JINDALSTEL-NATIONALUM,8,3180.56,531.77,935.49
LTM-WIPRO,8,1195.08,209.36,342.96
BANKINDIA-IREDA,8,2294.41,455.93,605.76
HDFCBANK-ICICIBANK,8,858.27,230.71,218.09
IRFC-RITES,8,293.85,92.92,78.23
INFY-LTM,8,8132.7,392.62,2555.6
BANKBARODA-RECLTD,8,6175.57,1022.04,1904.03
BEL-BHEL,8,1030.84,638.62,237.79
TATAELXSI-TATATECH,8,4654.93,384.19,1458.46
NTPC-TATAPOWER,8,1721.26,241.11,497.15
BANKINDIA-RBLBANK,8,463.27,347.75,76.71
HCLTECH-LTM,8,489.24,198.1,128.22
OFSS-TECHM,8,1345.91,414.01,364.62
RAILTEL-RITES,8,241.52,92.34,64.3
JINDALSTEL-SAIL,8,961.01,562.77,253.14
BEML-DATAPATTNS,8,1060.4,384.61,308.6
DLF-IRFC,8,1423.96,363.98,404.96
OFSS-WIPRO,8,682.1,290.87,177.4
ADANIGREEN-IREDA,8,1493.73,392.57,503.41
IREDA-SJVN,8,336.37,184.74,75.55
ETERNAL-SWIGGY,8,1101.95,379.53,257.3
DLF-RECLTD,8,2503.19,366.7,800.53
DLF-JIOFIN,8,1308.03,197.43,367.32
INOXWIND-JIOFIN,8,1233.79,411.06,353.19
ADANIENSOL-TATAPOWER,8,1342.91,467.9,327.25
INOXWIND-RECLTD,8,8733.76,745.15,2809.15
CENTRALBK-UCOBANK,8,10666.62,63.73,3505.4
GAIL-TATAPOWER,8,1166.29,439.18,357.88
MPHASIS-TATAELXSI,8,490.32,243.78,100.83
MAZDOCK-ZENTEC,8,629.19,388.21,139.67
IRCTC-IREDA,8,630.83,233.69,195.82
JIOFIN-SUZLON,8,930.21,393.05,280.3
BAJFINANCE-CHOLAFIN,8,2568.08,475.11,748.5
TATAELXSI-WIPRO,8,3907.79,615.1,1397.58
BDL-INOXWIND,8,5349.27,440.33,1637.75
GODREJPROP-IREDA,8,864.59,317.64,262.72
AMBER-DIXON,8,1614.35,1106.59,530.09
GRSE-RVNL,8,1002.8,555.03,262.41
TATAELXSI-TCS,8,5579.05,338.36,1723.58
ADANIENT-ADANIPOWER,8,1503.07,428.44,418.09
COCHINSHIP-NBCC,8,2028.4,987.98,636.96
IREDA-NHPC,8,662.06,316.95,179.59
HAL-NBCC,8,3328.18,637.53,947.14
OFSS-TCS,8,9115.99,359.67,2915.06
ADANIENT-JIOFIN,8,5624.83,515.56,1829.64
JIOFIN-PFC,8,4511.97,850.32,1632.27
IREDA-TITAGARH,8,682.34,350.31,122.32
KPITTECH-MPHASIS,8,995.81,196.22,297.08
ABCAPITAL-JIOFIN,8,762.42,518.04,171.57
CANBK-JIOFIN,8,624.0,470.44,151.42
KPITTECH-OFSS,8,4421.81,308.94,1339.27
BANKINDIA-PFC,8,7936.16,480.54,2458.12
HINDALCO-JINDALSTEL,8,1375.29,434.49,382.83
BAJFINANCE-SHRIRAMFIN,8,1822.63,449.71,498.91
KPITTECH-PERSISTENT,8,1246.26,454.18,301.33
BHEL-INOXWIND,8,907.94,368.21,192.56
POWERGRID-TATAPOWER,8,616.68,244.44,152.95
MAHABANK-PNB,8,1047.86,262.12,294.85
ADANIPORTS-AMBUJACEM,8,3140.32,250.06,940.81
TATAELXSI-TECHM,8,2756.82,1455.73,885.23
PFC-PNB,8,1657.53,549.35,463.78
ADANIGREEN-NHPC,8,2743.78,563.62,869.85
NBCC-TATAPOWER,8,2354.47,653.88,624.13
CDSL-DLF,8,3051.32,292.79,921.5
IREDA-LICHSGFIN,8,841.45,400.9,220.23
BANKBARODA-CENTRALBK,8,1530.19,327.09,446.92
BHEL-IREDA,8,1537.67,469.38,406.39
PNB-YESBANK,8,4147.73,405.49,1258.41
INFY-OFSS,8,906.83,270.74,232.51
MAZDOCK-TITAGARH,8,1084.89,410.17,344.82
PFC-RVNL,8,21991.93,959.24,7074.7
HUDCO-PFC,8,2731.85,675.2,802.9
IREDA-PNB,8,663.36,511.9,164.71
ADANIGREEN-JSWENERGY,8,766.1,594.96,215.79
DIXON-KAYNES,8,8705.56,406.72,2749.75
CANBK-MAHABANK,8,732.49,254.98,208.22
ADANIENT-TATAPOWER,8,1514.14,537.1,428.85
GMRAIRPORT-IREDA,8,873.17,438.87,271.81
ADANIENT-IREDA,8,339105.94,607.14,111884.87
BEL-NBCC,8,1507.73,618.42,370.47
IRFC-TATAPOWER,8,539.21,343.16,105.43
CDSL-INOXWIND,8,942.31,353.14,231.12
BHEL-SUZLON,8,3030.12,269.85,914.32
RECLTD-SUZLON,8,1875.19,709.38,500.57
RAILTEL-TITAGARH,8,247.85,142.56,70.74
IREDA-LTF,8,614.95,411.12,140.19
MARUTI-TVSMOTOR,8,1628.07,350.62,455.48
HAL-SOLARINDS,8,900.03,320.42,286.68
BANKINDIA-YESBANK,8,707.47,428.94,158.49
BHEL-NBCC,8,2608.21,322.51,835.53
CDSL-KFINTECH,8,1993.83,322.9,572.63
CANBK-YESBANK,8,3443.91,584.13,998.91
CENTRALBK-UNIONBANK,8,526.1,247.56,151.86
BAJAJ-AUTO-MARUTI,8,1827.05,438.82,511.56
MAHABANK-UNIONBANK,8,824.27,308.01,246.58
IOC-PETRONET,8,2476.81,405.11,853.33
COCHINSHIP-IREDA,8,1105.06,868.08,285.13
CANBK-RBLBANK,8,2054.14,504.45,581.7
BDL-CDSL,8,8093.25,507.78,2537.98
NBCC-RAILTEL,8,410.29,198.14,131.84
LAURUSLABS-ZYDUSLIFE,8,1773.95,474.19,500.47
JIOFIN-TATAPOWER,8,1419.86,435.59,391.54
ABCAPITAL-BANKINDIA,8,81775.65,467.21,26911.01
DLF-RVNL,8,14970.07,1031.5,4736.44
RECLTD-UNIONBANK,8,1218.12,645.32,303.21
CGPOWER-NBCC,8,2298.91,404.54,662.14
LTM-OFSS,8,1545.44,483.43,434.36
LUPIN-ZYDUSLIFE,8,1294.96,272.99,357.79
IREDA-JWL,8,651.16,451.29,122.62
ADANIGREEN-ATGL,8,852.72,372.47,230.25
HCLTECH-OFSS,8,710.76,342.09,163.88
BDL-BHEL,8,1780.6,615.53,496.26
ABCAPITAL-CANBK,8,656.17,312.08,126.36
IRFC-NHPC,8,660.3,358.59,171.12
BSE-IREDA,8,5177.21,1768.46,1771.68
ABCAPITAL-RECLTD,8,831.95,337.46,261.14
JINDALSTEL-VEDL,8,7154.85,546.16,2209.33
PHOENIXLTD-PRESTIGE,8,1219.73,529.15,387.07
COCHINSHIP-IRCON,8,1110.22,401.52,368.87
CANBK-NBCC,8,1335.49,528.25,326.45
BANKINDIA-NBCC,8,1649.37,416.09,506.72
CDSL-PFC,8,1760.51,625.33,445.56
IRFC-SJVN,8,614.56,171.3,202.6
LICHSGFIN-RECLTD,8,2298.44,679.1,704.53
BANKINDIA-IRFC,8,1766.88,500.97,433.64
CDSL-HUDCO,8,1038.59,309.91,298.82
BEL-IRFC,8,926.7,432.58,233.76
INOXWIND-IRCON,8,987.39,350.54,306.44
MANAPPURAM-MUTHOOTFIN,8,1226.05,526.75,329.09
ADANIGREEN-AMBUJACEM,8,1071.07,264.69,336.4
BANDHANBNK-BANKINDIA,8,3897.42,917.04,1314.14
BAJFINANCE-JIOFIN,8,887.05,374.39,292.04
MARUTI-TMPV,8,922.57,319.44,272.86
COFORGE-TATATECH,8,976.39,402.54,243.45
BANKINDIA-JIOFIN,8,5061.28,466.33,1550.18
JIOFIN-PNB,8,3499.35,418.83,1333.98
CGPOWER-HAL,8,3254.51,598.6,1036.62
ADANIPORTS-JIOFIN,8,2047.38,397.1,644.83
LTF-SHRIRAMFIN,8,554.09,279.41,139.86
ANGELONE-IREDA,8,4970.98,512.02,1473.04
CONCOR-IREDA,8,12795.85,310.33,4108.69
PNB-RBLBANK,8,1659.81,275.46,467.78
MAZDOCK-RECLTD,8,1816.1,250.76,573.19
CGPOWER-RVNL,8,2050.99,631.76,662.77
LTM-TATAELXSI,8,1849.75,223.45,540.67
COCHINSHIP-ZENTEC,8,2124.56,470.8,699.67
BHARATFORG-MOTHERSON,8,1158.89,160.94,329.31
GLENMARK-LAURUSLABS,8,1397.78,316.69,401.39
NBCC-TITAGARH,8,589.12,209.82,141.79
HEROMOTOCO-MOTHERSON,8,1340.29,662.74,330.1
JIOFIN-LTF,8,835.13,603.92,182.04
INFY-TATAELXSI,8,619.66,426.11,155.07
AUROPHARMA-LUPIN,8,1134.89,727.02,246.55
BEL-SOLARINDS,8,480.88,350.44,125.5
LODHA-PHOENIXLTD,8,1119.88,430.68,310.17
HINDCOPPER-VEDL,8,1521.44,514.77,426.21
CGPOWER-MAZDOCK,8,4553.7,406.69,1575.27
JIOFIN-RELIANCE,8,1303.19,642.34,297.1
HAL-IREDA,8,8533.61,543.45,2661.22
CDSL-TATAPOWER,8,1353.29,588.91,409.6
IRCTC-RVNL,8,669.62,319.44,192.78
HEROMOTOCO-TMPV,8,928.35,677.8,217.22
UNIONBANK-YESBANK,8,1204.41,353.98,345.73
CDSL-LTF,8,6910.87,480.95,2149.65
CHOLAFIN-SHRIRAMFIN,8,740.54,377.03,169.36
COCHINSHIP-IRFC,8,768.25,424.71,182.29
BSE-JIOFIN,8,3995.74,1024.07,1238.92
CDSL-SUZLON,8,1276.74,571.76,375.66
BANKBARODA-MAHABANK,8,834.95,249.47,229.38
DLF-PFC,8,6493.35,353.63,2124.63
CAMS-IREDA,8,1473.46,399.34,396.9
GLENMARK-ZYDUSLIFE,8,1295.64,311.69,347.76
BDL-ZENTEC,8,4233.78,265.98,1301.27
ABCAPITAL-CDSL,8,800.78,175.56,215.82
CDSL-HDFCAMC,8,2811.58,365.09,825.05
JIOFIN-TMPV,8,2299.04,458.62,697.91
BHEL-RVNL,8,4603.41,359.73,1370.4
BDL-IRCON,8,1569.63,450.7,425.54
DIXON-KALYANKJIL,8,8797.87,472.47,2749.43
ADANIENT-NBCC,8,3579.95,374.39,1125.44
BANKINDIA-IDBI,8,1347.32,419.65,336.68
LTF-RECLTD,8,1806.34,316.11,495.77
HUDCO-INOXWIND,8,704.29,431.0,161.05
BEML-IRCON,8,359.76,152.69,94.27
BANKINDIA-LTF,8,2066.97,504.58,643.23
CANBK-IRFC,8,1230.99,560.69,289.46
IOB-MAHABANK,8,4688.4,111.97,1499.51
IDFCFIRSTB-PNB,8,3863.68,229.88,1174.79
BDL-JIOFIN,8,903.36,396.96,235.17
CANBK-LTF,8,1408.02,447.01,455.39
HAL-IRFC,8,1241.79,326.6,320.59
HCLTECH-TATAELXSI,8,446.03,227.71,100.26
JSWENERGY-NHPC,8,851.17,376.83,238.2
INDHOTEL-JIOFIN,8,867.59,180.61,240.71
BEL-JIOFIN,8,833.35,438.62,219.66
CANBK-IDFCFIRSTB,8,1051.65,440.87,293.7
ADANIENSOL-JSWENERGY,8,940.3,316.24,262.26
AUROPHARMA-ZYDUSLIFE,8,1054.13,646.09,278.27
GRSE-NBCC,8,1243.83,551.6,431.25
JWL-MAZDOCK,8,1220.98,303.5,327.7
ABCAPITAL-PFC,8,1513.12,416.81,414.88
BANKBARODA-PFC,8,10771.36,564.17,3340.96
JWL-RITES,8,824.18,102.92,292.63
KPITTECH-TCS,8,3467.57,444.34,1024.76
IREDA-JSWENERGY,8,797.27,413.28,188.35
DIVISLAB-LAURUSLABS,8,995.88,246.07,270.42
GMRAIRPORT-NBCC,8,443.02,357.18,105.83
JIOFIN-LT,8,2803.52,637.82,769.68
EXIDEIND-IREDA,8,2542.29,627.2,693.23
GRSE-IRCON,8,1157.11,242.58,358.37
DLF-MAZDOCK,8,874.41,365.89,206.52
BHEL-IRFC,8,867.67,447.61,252.85
CGPOWER-IREDA,8,15436.52,378.36,4913.71
GODREJPROP-IRFC,8,3403.71,391.04,1001.01
ADANIPOWER-ATGL,8,2243.02,257.26,689.85
INDHOTEL-IREDA,8,619.94,337.1,171.31
CANBK-FEDERALBNK,8,857.36,469.73,196.92
BIOCON-LAURUSLABS,8,1096.1,342.26,325.87
EXIDEIND-NBCC,8,1898.89,441.59,530.49
GRSE-IRFC,8,1385.61,357.35,371.27
HINDZINC-JINDALSTEL,8,30873.64,468.84,9999.34
AMBUJACEM-ULTRACEMCO,8,1109.79,411.81,356.05
BANKBARODA-IREDA,8,3493.39,595.19,1032.02
ADANIPORTS-GMRAIRPORT,8,1960.2,311.74,746.09
LODHA-NBCC,8,855.73,513.59,189.21
ABCAPITAL-IRFC,8,840.91,466.15,229.49
ABCAPITAL-PNB,8,1216.5,382.28,332.94
PFC-RECLTD,10,225.55,157.35,70.57
BDL-MAZDOCK,10,5605.66,306.82,1607.23
GRSE-MAZDOCK,10,567.79,214.16,153.55
BANKBARODA-CANBK,10,922.33,199.31,252.11
BPCL-HINDPETRO,10,567.23,176.7,141.74
CANBK-PNB,10,830.99,190.09,219.83
IRFC-RVNL,10,959.03,183.47,259.01
BPCL-IOC,10,416.57,164.68,114.94
INFY-TCS,10,645.24,330.02,181.49
BANKINDIA-CANBK,10,1682.47,184.29,551.3
BEL-HAL,10,494.04,206.1,114.08
COCHINSHIP-GRSE,10,624.32,212.84,176.92
BDL-HAL,10,814.97,256.16,209.63
BANKINDIA-UNIONBANK,10,564.37,174.72,128.99
HAL-MAZDOCK,10,2357.03,224.58,627.35
ADANIENT-ADANIGREEN,10,526.79,230.26,124.86
IREDA-IRFC,10,481.84,243.99,132.86
